epoch,train_loss,train_nll,train_mae,val_loss,val_nll,val_mae,lr,sec
157,-1.586680,-1.586726,23.175482,4.736727,4.736726,90.990227,7.76e-05,8.7
158,-1.593278,-1.593350,22.945688,5.297453,5.297453,93.438781,7.73e-05,8.2
159,-1.593076,-1.593123,23.083950,6.045240,6.045239,92.575102,7.71e-05,8.6
160,-1.601547,-1.601592,22.724192,5.349332,5.349331,91.200500,7.68e-05,8.5
161,-1.602583,-1.602628,22.663110,5.819516,5.819515,92.356318,7.65e-05,8.6
162,-1.607034,-1.607072,22.626388,4.696577,4.696577,90.241171,7.63e-05,8.8
163,-1.608783,-1.608821,22.477068,5.052605,5.052604,90.595002,7.60e-05,8.6
164,-1.613553,-1.613590,22.418690,6.181401,6.181400,90.433864,7.57e-05,8.9
165,-1.610115,-1.610153,22.399778,5.624330,5.624330,91.264774,7.55e-05,8.5
166,-1.613713,-1.613788,22.329318,6.485999,6.485999,91.593555,7.52e-05,8.2
167,-1.610181,-1.610236,22.393384,5.554292,5.554291,90.694506,7.49e-05,8.4
168,-1.618389,-1.618430,22.095731,5.479492,5.479492,90.951417,7.46e-05,8.4
169,-1.624192,-1.624257,21.937429,5.399397,5.399396,90.174383,7.44e-05,8.3
170,-1.623367,-1.623437,22.006602,5.535225,5.535225,91.601842,7.41e-05,8.3
171,-1.627804,-1.627869,21.840213,6.249106,6.249105,92.218928,7.38e-05,8.9
172,-1.628770,-1.628809,21.794879,5.449109,5.449109,91.322581,7.35e-05,10.0
173,-1.630663,-1.630700,21.682185,6.076732,6.076731,91.333747,7.33e-05,8.2
174,-1.632758,-1.632795,21.690734,5.995438,5.995436,91.306655,7.30e-05,8.9
175,-1.628601,-1.628636,21.783319,5.565045,5.565044,91.662470,7.27e-05,8.4
176,-1.640128,-1.640162,21.445422,5.725666,5.725665,91.478760,7.24e-05,8.4
177,-1.638338,-1.638369,21.594424,6.203266,6.203266,91.912399,7.21e-05,10.7
178,-1.641176,-1.641291,21.384371,5.812588,5.812588,90.931212,7.19e-05,8.7
